"Lewy kontekst","Rezultat","Prawy kontekst","Interpretacja","Nazwa własna","Relacja zależnościowa","Lemat nadrzędnika","Izba","Typ","Autor","Mówca","Przynależność mówcy","Rola mówcy","Płeć mówcy","Komisja","Data","Timestamp","Rok","Ustrój","Numer kadencji","Etykieta","Tytuł","Sesja","Dzień","Numer","Część"
", to myślę, że musimy pamiętać o dwóch kierunkach"," digitalizacji",". Jeden to wielka digitalizacja, którą m.in. robi","[digitalizacja:subst:sg:gen:f]","_","comp","kierunek","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (114)","2010-04-08","1270684800","2010","III RP","6","200711-sjm-kspxx-00114-01","Komisja Kultury i Środków Przekazu /nr 114/","114","","","1"
" musimy pamiętać o dwóch kierunkach digitalizacji. Jeden to wielka"," digitalizacja",", którą m.in. robi Biblioteka Narodowa. Pamiętajmy również","[digitalizacja:subst:sg:nom:f]","_","subj","to","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (114)","2010-04-08","1270684800","2010","III RP","6","200711-sjm-kspxx-00114-01","Komisja Kultury i Środków Przekazu /nr 114/","114","","","1"
" dalszym ciągu chcą mieć więcej i jest problem organizacji."," Digitalizacja"," zawsze na końcu zasadza się na tym człowieku, który","[digitalizacja:subst:sg:nom:f]","_","subj","zasadzać","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (114)","2010-04-08","1270684800","2010","III RP","6","200711-sjm-kspxx-00114-01","Komisja Kultury i Środków Przekazu /nr 114/","114","","","1"
" się przyspieszyć. Dobrze byłoby zauważyć coraz więcej inicjatyw"," digitalizacji"," od dołu. Tak to wygląda w wypadku mojej biblioteki","[digitalizacja:subst:sg:gen:f]","_","comp","inicjatywa","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (114)","2010-04-08","1270684800","2010","III RP","6","200711-sjm-kspxx-00114-01","Komisja Kultury i Środków Przekazu /nr 114/","114","","","1"
" im zaproponowaliśmy, by po prostu udostępnili nam możliwość"," digitalizacji"," tego. Za chwilę w naszym regionie będziemy mieli komplet","[digitalizacja:subst:sg:gen:f]","_","comp","możliwość","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (114)","2010-04-08","1270684800","2010","III RP","6","200711-sjm-kspxx-00114-01","Komisja Kultury i Środków Przekazu /nr 114/","114","","","1"
" w tym z części środków MKiDN, tworzy się i"," digitalizuje"," się mnóstwo rzeczy, które później są udostępniane w sposób","[digitalizować:fin:sg:ter:imperf]","_","conjunct","i","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (114)","2010-04-08","1270684800","2010","III RP","6","200711-sjm-kspxx-00114-01","Komisja Kultury i Środków Przekazu /nr 114/","114","","","1"
" dało czytać. Doskonale też wiemy, kto wykonuje tę"," digitalizację",", gdzie tekst jest zamieniany na tekst elektroniczny. Wykonują","[digitalizacja:subst:sg:acc:f]","_","obj","wykonywać","Sejm","Komisja","","Jarosław Lipszyc","_","Prezes Fundacji Nowoczesna Polska","mężczyzna","Komisja Kultury i Środków Przekazu (114)","2010-04-08","1270684800","2010","III RP","6","200711-sjm-kspxx-00114-01","Komisja Kultury i Środków Przekazu /nr 114/","114","","","1"
" w stanie zorganizować stałą ekspozycję muzealną, konserwację monet i"," digitalizację"," obiektów numizmatycznych. Przypomnę, że jest to jeden z","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (61)","2009-02-18","1234915200","2009","III RP","6","200711-sjm-kspxx-00061-01","Komisja Kultury i Środków Przekazu /nr 61/","61","","","1"
" pałacu, jak i elementów zewnętrznych oraz na pierwszą poważną"," digitalizację"," kolekcji zbiorów wilanowskich. W związku z tym będzie szansa","[digitalizacja:subst:sg:acc:f]","_","comp","na","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (61)","2009-02-18","1234915200","2009","III RP","6","200711-sjm-kspxx-00061-01","Komisja Kultury i Środków Przekazu /nr 61/","61","","","1"
" związku z tym będzie szansa na to, aby poprzez"," digitalizację"," tego, co najcenniejsze Muzeum Pałac w Wilanowie znalazło się","[digitalizacja:subst:sg:acc:f]","_","comp","poprzez","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (61)","2009-02-18","1234915200","2009","III RP","6","200711-sjm-kspxx-00061-01","Komisja Kultury i Środków Przekazu /nr 61/","61","","","1"
" się między sobą. W tym wypadku mamy bardzo interesującą"," digitalizację"," 26000 różnych jednostek ewidencyjnych. Są tam rękopisy, starodruki","[digitalizacja:subst:sg:acc:f]","_","obj_th","mieć","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (61)","2009-02-18","1234915200","2009","III RP","6","200711-sjm-kspxx-00061-01","Komisja Kultury i Środków Przekazu /nr 61/","61","","","1"
" wszystkie warunki do nowoczesnego funkcjonowania. Myślę tu o wyzwaniach"," digitalizacji",", stojących przed Słownikiem. Są to sprawy, których","[digitalizacja:subst:sg:gen:f]","_","comp","wyzwanie","Sejm","Komisja","","Elżbieta Kruk","Klub Parlamentarny Prawo i Sprawiedliwość","Poseł","kobieta","Komisja Kultury i Środków Przekazu (138)","2010-10-27","1288137600","2010","III RP","6","200711-sjm-kspxx-00138-01","Komisja Kultury i Środków Przekazu /nr 138/","138","","","1"
" Myślę, że pod słowem „nowoczesne” kryje się"," digitalizacja",", która w niedalekiej przyszłości powinna przyświecać również Słownikowi.","[digitalizacja:subst:sg:nom:f]","_","subj","kryć","Sejm","Komisja","","Sylwester Pawłowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (138)","2010-10-27","1288137600","2010","III RP","6","200711-sjm-kspxx-00138-01","Komisja Kultury i Środków Przekazu /nr 138/","138","","","1"
" – także do kwestii cyfryzacji, ale nie w rozumieniu"," digitalizacji"," zbiorów, o czym często tu mowa, ale do","[digitalizacja:subst:sg:gen:f]","_","comp","rozumienie","Sejm","Komisja","","Elżbieta Kruk","Klub Parlamentarny Prawo i Sprawiedliwość","Poseł","kobieta","Komisja Kultury i Środków Przekazu (104)","2010-02-11","1265846400","2010","III RP","6","200711-sjm-kspxx-00104-01","Komisja Kultury i Środków Przekazu /nr 104/","104","","","1"
" na ostatnim miejscu w Europie, jeżeli chodzi o stopień"," digitalizacji",". W Europeanie mieliśmy 0,01% zbiorów zdigitalizowanych,","[digitalizacja:subst:sg:gen:f]","_","comp","stopień","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister kultury i dziedzictwa narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (104)","2010-02-11","1265846400","2010","III RP","6","200711-sjm-kspxx-00104-01","Komisja Kultury i Środków Przekazu /nr 104/","104","","","1"
" pierwotnych, co nas bardzo cieszy. Jeżeli chodzi o"," digitalizację"," małych bibliotek, to wszystkie zasoby, które są przygotowane","[digitalizacja:subst:sg:acc:f]","_","comp","o","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister kultury i dziedzictwa narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (104)","2010-02-11","1265846400","2010","III RP","6","200711-sjm-kspxx-00104-01","Komisja Kultury i Środków Przekazu /nr 104/","104","","","1"
" bibliotek, to wszystkie zasoby, które są przygotowane do"," digitalizacji",", oceniamy na 30%, czyli bardzo nisko.","[digitalizacja:subst:sg:gen:f]","_","comp","do","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister kultury i dziedzictwa narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (104)","2010-02-11","1265846400","2010","III RP","6","200711-sjm-kspxx-00104-01","Komisja Kultury i Środków Przekazu /nr 104/","104","","","1"
" w najważniejszych bibliotekach. W związku z tym pieniądze na"," digitalizację"," otrzymała Biblioteka Śląska, otrzymała Jagiellonka, oczywiście Biblioteka Narodowa","[digitalizacja:subst:sg:acc:f]","_","comp","na","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister kultury i dziedzictwa narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (104)","2010-02-11","1265846400","2010","III RP","6","200711-sjm-kspxx-00104-01","Komisja Kultury i Środków Przekazu /nr 104/","104","","","1"
" innych zasobów filmowych. Uważam, że należy rozpocząć proces"," digitalizacji"," tych materiałów, żeby mogły być szybko i łatwo wykorzystane","[digitalizacja:subst:sg:gen:f]","_","comp","proces","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (27)","2008-05-29","1212019200","2008","III RP","6","200711-sjm-kspxx-00027-01","Komisja Kultury i Środków Przekazu /nr 27/","27","","","1"
" myśleć tylko o taśmie filmowej, ale myśleć o procesie"," digitalizacji"," i procesie udostępniania. Jeżeli wejdzie technika cyfrowa nadawania programów","[digitalizacja:subst:sg:gen:f]","_","adjunct","proces","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (27)","2008-05-29","1212019200","2008","III RP","6","200711-sjm-kspxx-00027-01","Komisja Kultury i Środków Przekazu /nr 27/","27","","","1"
" być atrakcyjny mechanizm nawet do zbierania jakichś świadczeń finansowych na"," digitalizację"," pozostałej części zasobu, którym zarządzać powinny archiwa państwowe.","[digitalizacja:subst:sg:acc:f]","_","comp","na","Sejm","Komisja","","Marcin Zawiła","_","Poseł","mężczyzna","Komisja Kultury i Środków Przekazu (27)","2008-05-29","1212019200","2008","III RP","6","200711-sjm-kspxx-00027-01","Komisja Kultury i Środków Przekazu /nr 27/","27","","","1"
" która się opiekuje i udostępnia całość archiwów. Telewizja publiczna"," digitalizuje"," zbiory i robi to od wielu lat. Koszt utrzymania","[digitalizować:fin:sg:ter:imperf]","_","conjunct","i","Sejm","Komisja","","Witold Kołodziejski","_","Przewodniczący KRRiT","mężczyzna","Komisja Kultury i Środków Przekazu (27)","2008-05-29","1212019200","2008","III RP","6","200711-sjm-kspxx-00027-01","Komisja Kultury i Środków Przekazu /nr 27/","27","","","1"
" zbiory i robi to od wielu lat. Koszt utrzymania"," digitalizacji"," rocznie wynosi 200 mln złotych i telewizja publiczna pokrywa ten","[digitalizacja:subst:sg:gen:f]","_","obj","utrzymać","Sejm","Komisja","","Witold Kołodziejski","_","Przewodniczący KRRiT","mężczyzna","Komisja Kultury i Środków Przekazu (27)","2008-05-29","1212019200","2008","III RP","6","200711-sjm-kspxx-00027-01","Komisja Kultury i Środków Przekazu /nr 27/","27","","","1"
" 2005 roku rząd polski przyjął stanowisko, by działania dotyczące"," digitalizacji"," zarówno dziedzictwa kulturowego, jak i naukowego należały do resortu","[digitalizacja:subst:sg:gen:f]","_","obj_th","dotyczyć","Sejm","Komisja","","Joanna Cicha","_","Zastępca dyrektora Departamentu Dziedzictwa Narodowego w MKiDN","kobieta","Komisja Kultury i Środków Przekazu (32)","2008-06-24","1214265600","2008","III RP","6","200711-sjm-kspxx-00032-01","Komisja Kultury i Środków Przekazu /nr 32/","32","","","1"
" do resortu kultury. Resort kultury jest koordynatorem w zakresie"," digitalizacji"," zasobów archiwalnych, bibliotecznych i muzealnych. Działając w myśl","[digitalizacja:subst:sg:gen:f]","_","comp","zakres","Sejm","Komisja","","Joanna Cicha","_","Zastępca dyrektora Departamentu Dziedzictwa Narodowego w MKiDN","kobieta","Komisja Kultury i Środków Przekazu (32)","2008-06-24","1214265600","2008","III RP","6","200711-sjm-kspxx-00032-01","Komisja Kultury i Środków Przekazu /nr 32/","32","","","1"
" Środki otrzymało Muzeum Wsi Opolskiej na budowę portalu internetowego i"," digitalizację"," muzealiów, a Państwowe Muzeum Etnograficzne w Warszawie – na","[digitalizacja:subst:sg:acc:f]","_","conjunct","i","Sejm","Komisja","","Joanna Cicha","_","Zastępca dyrektora Departamentu Dziedzictwa Narodowego w MKiDN","kobieta","Komisja Kultury i Środków Przekazu (32)","2008-06-24","1214265600","2008","III RP","6","200711-sjm-kspxx-00032-01","Komisja Kultury i Środków Przekazu /nr 32/","32","","","1"
" dokumentów archiwalnych i muzealiów. To zadanie kryje w sobie"," digitalizację"," materiałów fotograficznych etnografa profesora Mariana Pokropka, który w latach","[digitalizacja:subst:sg:acc:f]","_","obj","kryć","Sejm","Komisja","","Joanna Cicha","_","Zastępca dyrektora Departamentu Dziedzictwa Narodowego w MKiDN","kobieta","Komisja Kultury i Środków Przekazu (32)","2008-06-24","1214265600","2008","III RP","6","200711-sjm-kspxx-00032-01","Komisja Kultury i Środków Przekazu /nr 32/","32","","","1"
" W tym roku przeznaczyliśmy 80 tys. zł na"," digitalizację"," niezwykle cennych materiałów, które były zbierane w ramach akcji","[digitalizacja:subst:sg:acc:f]","_","comp","na","Sejm","Komisja","","Joanna Cicha","_","Zastępca dyrektora Departamentu Dziedzictwa Narodowego w MKiDN","kobieta","Komisja Kultury i Środków Przekazu (32)","2008-06-24","1214265600","2008","III RP","6","200711-sjm-kspxx-00032-01","Komisja Kultury i Środków Przekazu /nr 32/","32","","","1"
" program, który jest w tym Programie Wieloletnim, to"," digitalizacja",". Digitalizację rozpoczynamy na poziomie 25 mln zł w 2011","[digitalizacja:subst:sg:nom:f]","_","subj","to","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister kultury i dziedzictwa narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (137)","2010-10-21","1287619200","2010","III RP","6","200711-sjm-kspxx-00137-01","Komisja Kultury i Środków Przekazu /nr 137/","137","","","1"
" który jest w tym Programie Wieloletnim, to digitalizacja."," Digitalizację"," rozpoczynamy na poziomie 25 mln zł w 2011 roku i","[digitalizacja:subst:sg:acc:f]","_","obj","rozpoczynać","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister kultury i dziedzictwa narodowego","mężczyzna","Komisja Kultury i Środków Przekazu (137)","2010-10-21","1287619200","2010","III RP","6","200711-sjm-kspxx-00137-01","Komisja Kultury i Środków Przekazu /nr 137/","137","","","1"
" prestiżowych wydarzeń – Kongresu Światowego Towarzystwa Bibliografów oraz konferencji podsumowującej"," digitalizację"," w Europie”, otrzyma w przyszłym roku budżet znacząco","[digitalizacja:subst:sg:acc:f]","_","obj","podsumowywać","Sejm","Komisja","","Lena Dąbkowska-Cichocka","Klub Parlamentarny Polska Jest Najważniejsza","Poseł","kobieta","Komisja Kultury i Środków Przekazu (137)","2010-10-21","1287619200","2010","III RP","6","200711-sjm-kspxx-00137-01","Komisja Kultury i Środków Przekazu /nr 137/","137","","","1"
" do promocji polskiej kultury wszystkiego, co jest związane z"," digitalizacją",". Polska jest obecnie na końcu listy państw, które","[digitalizacja:subst:sg:inst:f]","_","comp","z","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister","mężczyzna","Komisja Kultury i Środków Przekazu (49) | Komisja Spraw Zagranicznych (78) | Komisja Spraw Zagranicznych (78)","2008-12-04","1228348800","2008","III RP","6","200711-sjm-kspxx-00049-01","Komisja Kultury i Środków Przekazu /nr 49/, Komisja Spraw Zagranicznych /nr 78/","49","","","1"
" nie ogranicza się do Muzeum. W dużym stopniu wykorzystuje"," digitalizację"," i możliwe jest pokazywanie Muzeum bez konieczności odwiedzania go.","[digitalizacja:subst:sg:acc:f]","_","obj","wykorzystywać","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister","mężczyzna","Komisja Kultury i Środków Przekazu (49) | Komisja Spraw Zagranicznych (78) | Komisja Spraw Zagranicznych (78)","2008-12-04","1228348800","2008","III RP","6","200711-sjm-kspxx-00049-01","Komisja Kultury i Środków Przekazu /nr 49/, Komisja Spraw Zagranicznych /nr 78/","49","","","1"
" cel. Każda instytucja otrzymała zadanie, aby w zakresie"," digitalizacji"," dokonać rewolucyjnego wręcz postępu do roku 2010. Realizujemy zdigitalizowany","[digitalizacja:subst:sg:gen:f]","_","comp","zakres","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister","mężczyzna","Komisja Kultury i Środków Przekazu (49) | Komisja Spraw Zagranicznych (78) | Komisja Spraw Zagranicznych (78)","2008-12-04","1228348800","2008","III RP","6","200711-sjm-kspxx-00049-01","Komisja Kultury i Środków Przekazu /nr 49/, Komisja Spraw Zagranicznych /nr 78/","49","","","1"
" działania dotyczące Rapperswilu zakończyły się pomyślnie. Działania w zakresie"," digitalizacji"," zostały przejęte przez resort kultury. Mamy porozumienie ze spadkobiercami","[digitalizacja:subst:sg:gen:f]","_","comp","zakres","Sejm","Komisja","","Bogdan Zdrojewski","Klub Parlamentarny Platforma Obywatelska","Minister","mężczyzna","Komisja Kultury i Środków Przekazu (49) | Komisja Spraw Zagranicznych (78) | Komisja Spraw Zagranicznych (78)","2008-12-04","1228348800","2008","III RP","6","200711-sjm-kspxx-00049-01","Komisja Kultury i Środków Przekazu /nr 49/, Komisja Spraw Zagranicznych /nr 78/","49","","","1"
