"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","-"
Item,Frequency,Relative frequency,DOCF,Relative DOCF
"rysunkowy",1,1.93263,1,0.54054
"elektornicznej",1,1.93263,1,0.54054
"elegancki",1,1.93263,1,0.54054
"recytatorski",1,1.93263,1,0.54054
"rzecznicza",1,1.93263,1,0.54054
"rzalnego",1,1.93263,1,0.54054
"rzeczywistości96",1,1.93263,1,0.54054
"litrowy",1,1.93263,1,0.54054
"cenowy",1,1.93263,1,0.54054
"celowości19",1,1.93263,1,0.54054
"reformatorskiego38",1,1.93263,1,0.54054
"logiczno-matematyczną",1,1.93263,1,0.54054
"emancypacyjny",1,1.93263,1,0.54054
"równomierny",1,1.93263,1,0.54054
"równoprawny",1,1.93263,1,0.54054
"lokalną10",1,1.93263,1,0.54054
"registratury13",1,1.93263,1,0.54054
"równoważny",1,1.93263,1,0.54054
"różniczkowy",1,1.93263,1,0.54054
"londyński",1,1.93263,1,0.54054
"emerytalno-rentowej",1,1.93263,1,0.54054
"elementarny",1,1.93263,1,0.54054
"losowy",1,1.93263,1,0.54054
"rękodzielniczy",1,1.93263,1,0.54054
"losowego40",1,1.93263,1,0.54054
"samizdatowy",1,1.93263,1,0.54054
"s0cjalistyczni",1,1.93263,1,0.54054
"samorządowo-administracyjne",1,1.93263,1,0.54054
"empatyczny",1,1.93263,1,0.54054
"emotywny",1,1.93263,1,0.54054
"cesarski",1,1.93263,1,0.54054
"autobusowy",1,1.93263,1,0.54054
"reprezentatywny",1,1.93263,1,0.54054
"reprezentowalnej",1,1.93263,1,0.54054
"reprodukcji81",1,1.93263,1,0.54054
"samowystarczalny",1,1.93263,1,0.54054
"samotny",1,1.93263,1,0.54054
"sanitarny",1,1.93263,1,0.54054
"sarah",1,1.93263,1,0.54054
"ludwika",1,1.93263,1,0.54054
"empirycznych2",1,1.93263,1,0.54054
"sceniczny",1,1.93263,1,0.54054
"schodowy",1,1.93263,1,0.54054
"satelicki",1,1.93263,1,0.54054
"rockowy",1,1.93263,1,0.54054
"search",1,1.93263,1,0.54054
"lwi",1,1.93263,1,0.54054
"energetyczny",1,1.93263,1,0.54054
"encyklopedyczny",1,1.93263,1,0.54054
"charakterny",1,1.93263,1,0.54054
"seksowny",1,1.93263,1,0.54054
"seksuologiczny",1,1.93263,1,0.54054
"seko_180-06",1,1.93263,1,0.54054
"energochłonny",1,1.93263,1,0.54054
"sensacyjny",1,1.93263,1,0.54054
"maciejewskiej",1,1.93263,1,0.54054
"sezonowy",1,1.93263,1,0.54054
"sequence",1,1.93263,1,0.54054
"epoki7",1,1.93263,1,0.54054
"charyzmatyczny",1,1.93263,1,0.54054
"autochtoniczny",1,1.93263,1,0.54054
"rozbudowaną",1,1.93263,1,0.54054
"rozliczny",1,1.93263,1,0.54054
"siedliski",1,1.93263,1,0.54054
"sieciowy",1,1.93263,1,0.54054
"sieradzki",1,1.93263,1,0.54054
"siewierski",1,1.93263,1,0.54054
"sielankowy",1,1.93263,1,0.54054
"mailingowy",1,1.93263,1,0.54054
"skanowane",1,1.93263,1,0.54054
"skategoryzowaną",1,1.93263,1,0.54054
"skategoryzowanych",1,1.93263,1,0.54054
"majowy",1,1.93263,1,0.54054
"esta",1,1.93263,1,0.54054
"sklepowy",1,1.93263,1,0.54054
"skończony",1,1.93263,1,0.54054
"skich",1,1.93263,1,0.54054
"skryty",1,1.93263,1,0.54054
"skrupulatny",1,1.93263,1,0.54054
"maksymo-gorkowskim",1,1.93263,1,0.54054
"rusickie",1,1.93263,1,0.54054
"malutki",1,1.93263,1,0.54054
"chciałby",1,1.93263,1,0.54054
"chałwowy",1,1.93263,1,0.54054
"archim",1,1.93263,1,0.54054
"archidiecezji",1,1.93263,1,0.54054
"adaptacyjny",1,1.93263,1,0.54054
"rydlówką",1,1.93263,1,0.54054
"sobotni",1,1.93263,1,0.54054
"marginalny",1,1.93263,1,0.54054
"marginalizowanym34",1,1.93263,1,0.54054
"socjokulturowej",1,1.93263,1,0.54054
"socrealistyczny",1,1.93263,1,0.54054
"mariański",1,1.93263,1,0.54054
"etnomuzykologiczny",1,1.93263,1,0.54054
"rzeczowo-chronologiczne",1,1.93263,1,0.54054
"solid-state",1,1.93263,1,0.54054
"solidarny",1,1.93263,1,0.54054
"sofijski",1,1.93263,1,0.54054
"sompoleński",1,1.93263,1,0.54054
"spalinowy",1,1.93263,1,0.54054
"marskistowskiej",1,1.93263,1,0.54054
"marii",1,1.93263,1,0.54054
"etnomałopolska",1,1.93263,1,0.54054
"specjalnościowy",1,1.93263,1,0.54054
"spo",1,1.93263,1,0.54054
"maszynopisowy",1,1.93263,1,0.54054
"maryjewska",1,1.93263,1,0.54054
"sporek-czyżewskiej",1,1.93263,1,0.54054
"spoleczne",1,1.93263,1,0.54054
"spow",1,1.93263,1,0.54054
"materiałowy",1,1.93263,1,0.54054
"masłomiącej",1,1.93263,1,0.54054
"chełmski",1,1.93263,1,0.54054
"autorskoprawna",1,1.93263,1,0.54054
"równorzędny",1,1.93263,1,0.54054
"społeczna76",1,1.93263,1,0.54054
"społeczne15",1,1.93263,1,0.54054
"matycznej",1,1.93263,1,0.54054
"społeczne41",1,1.93263,1,0.54054
"społeczne74",1,1.93263,1,0.54054
"mazurski",1,1.93263,1,0.54054
"ewangelicko-augsburskiej",1,1.93263,1,0.54054
"społecznej32",1,1.93263,1,0.54054
"społecznej34",1,1.93263,1,0.54054
"społecznej2",1,1.93263,1,0.54054
"społecznej53",1,1.93263,1,0.54054
"społecznikowski",1,1.93263,1,0.54054
"mechaniczno-elektryczne",1,1.93263,1,0.54054
"ewangelizacyjną13",1,1.93263,1,0.54054
"ewangelicko-augsburska",1,1.93263,1,0.54054
"społeczno-ekonomicznej",1,1.93263,1,0.54054
"społeczno-gospodarcza",1,1.93263,1,0.54054
"społeczno-demograficzne",1,1.93263,1,0.54054
"społeczno-kulturalna",1,1.93263,1,0.54054
"społeczno-kulturalnego",1,1.93263,1,0.54054
"meglickiej",1,1.93263,1,0.54054
"ewidencjonowany",1,1.93263,1,0.54054
"społeczno-literackie",1,1.93263,1,0.54054
"saski",1,1.93263,1,0.54054
"meldunkowy",1,1.93263,1,0.54054
"meksykański",1,1.93263,1,0.54054
"społeczno-politycznej",1,1.93263,1,0.54054
"schyłkowy",1,1.93263,1,0.54054
"memory",1,1.93263,1,0.54054
"memoriałowy",1,1.93263,1,0.54054
"ewidentny",1,1.93263,1,0.54054
"chojnicki",1,1.93263,1,0.54054
"chodnikowy",1,1.93263,1,0.54054
"archiwa4",1,1.93263,1,0.54054
"mentoringowego",1,1.93263,1,0.54054
"mentalny",1,1.93263,1,0.54054
"społecznych10",1,1.93263,1,0.54054
"społecznych32",1,1.93263,1,0.54054
"mentoringowy",1,1.93263,1,0.54054
"executive",1,1.93263,1,0.54054
"społecznych6",1,1.93263,1,0.54054
"społecznych58",1,1.93263,1,0.54054
"społecznych68",1,1.93263,1,0.54054
"sensualny",1,1.93263,1,0.54054
"społecznymi41",1,1.93263,1,0.54054
"metodologicznej1",1,1.93263,1,0.54054
"metadane",1,1.93263,1,0.54054
"chomętowska",1,1.93263,1,0.54054
"sfragistyczny",1,1.93263,1,0.54054
"spragniony",1,1.93263,1,0.54054
"metodologicznej73",1,1.93263,1,0.54054
"sprawozdawczo-wyborczych",1,1.93263,1,0.54054
"sprzętowy",1,1.93263,1,0.54054
"metody",1,1.93263,1,0.54054
"chomętowskich",1,1.93263,1,0.54054
"sprzętowymi2",1,1.93263,1,0.54054
"silikonowy",1,1.93263,1,0.54054
"srebra",1,1.93263,1,0.54054
"spóźniony",1,1.93263,1,0.54054
"metryczny",1,1.93263,1,0.54054
"autorskoprawny",1,1.93263,1,0.54054
"archiwach16",1,1.93263,1,0.54054
"sta",1,1.93263,1,0.54054
"miałbym",1,1.93263,1,0.54054
"miasta5",1,1.93263,1,0.54054
"miałki",1,1.93263,1,0.54054
"stanisławowski",1,1.93263,1,0.54054
"fakultatywny",1,1.93263,1,0.54054
"chorązki",1,1.93263,1,0.54054
"starocerkiewnosłowiańskim",1,1.93263,1,0.54054
"mickiewiczowski",1,1.93263,1,0.54054
"familiarny",1,1.93263,1,0.54054
"starożytny",1,1.93263,1,0.54054
"starzeniowe",1,1.93263,1,0.54054
"miedzypokoleniowych",1,1.93263,1,0.54054
"chronologiczno-rzeczowej",1,1.93263,1,0.54054
"autorskoprawnych",1,1.93263,1,0.54054
"statutowymi3",1,1.93263,1,0.54054
"statystyczno-personalne",1,1.93263,1,0.54054
"statutowych4",1,1.93263,1,0.54054
"statystycznym5",1,1.93263,1,0.54054
"mierny",1,1.93263,1,0.54054
"miejsko-gminny",1,1.93263,1,0.54054
"fatalny",1,1.93263,1,0.54054
"socjalno-bytowych",1,1.93263,1,0.54054
"socjalno-krótkowzroczne",1,1.93263,1,0.54054
"stażowy",1,1.93263,1,0.54054
"steinsbergowej",1,1.93263,1,0.54054
"mierzalny",1,1.93263,1,0.54054
"stoczniowców1",1,1.93263,1,0.54054
"storytellingowe",1,1.93263,1,0.54054
"fem1",1,1.93263,1,0.54054
"federalny",1,1.93263,1,0.54054
"chronologiczno-rzeczowy",1,1.93263,1,0.54054
"archiwach35",1,1.93263,1,0.54054
"ambasadora32",1,1.93263,1,0.54054
"amatorzy-pasjonaci",1,1.93263,1,0.54054
"source",1,1.93263,1,0.54054
"stowarzyszenia23",1,1.93263,1,0.54054
"stowarzyszeszych",1,1.93263,1,0.54054
"stowarzyszeń1",1,1.93263,1,0.54054
"stowarzyszeniowy",1,1.93263,1,0.54054
"stosowany39",1,1.93263,1,0.54054
"spodni",1,1.93263,1,0.54054
"straszny",1,1.93263,1,0.54054
"strategy",1,1.93263,1,0.54054
"strajkowy",1,1.93263,1,0.54054
"strukturalno-organizacyjnym",1,1.93263,1,0.54054
"strengths",1,1.93263,1,0.54054
"mikołowski",1,1.93263,1,0.54054
"festiwalowy",1,1.93263,1,0.54054
"mikrohistorii19",1,1.93263,1,0.54054
"społeczna3",1,1.93263,1,0.54054
"społeczne12",1,1.93263,1,0.54054
"studyjnych35",1,1.93263,1,0.54054
"społeczne25",1,1.93263,1,0.54054
"studzienny",1,1.93263,1,0.54054
"mikulińce",1,1.93263,1,0.54054
"mikrohistorie",1,1.93263,1,0.54054
"społeczne48",1,1.93263,1,0.54054
"społecznego39",1,1.93263,1,0.54054
"stwowego",1,1.93263,1,0.54054
"stykowy",1,1.93263,1,0.54054
"filmów36",1,1.93263,1,0.54054
"społecznej5",1,1.93263,1,0.54054
"społecznej69",1,1.93263,1,0.54054
"stykówki9",1,1.93263,1,0.54054
"społeczno-badawczej",1,1.93263,1,0.54054
"minczykowską",1,1.93263,1,0.54054
"filologiczny",1,1.93263,1,0.54054
"chwytliwy",1,1.93263,1,0.54054
"chwilowy",1,1.93263,1,0.54054
"autorytatywny",1,1.93263,1,0.54054
"społeczno-kulturalne",1,1.93263,1,0.54054
"sukcesywny",1,1.93263,1,0.54054
"sumaryczny",1,1.93263,1,0.54054
"minimalistyczny",1,1.93263,1,0.54054
"społeczno-oświatowe",1,1.93263,1,0.54054
"super",1,1.93263,1,0.54054
"superkomputerowo-sieciowe",1,1.93263,1,0.54054
"sumińskiego",1,1.93263,1,0.54054
"mini",1,1.93263,1,0.54054
"społeczno-politycznych",1,1.93263,1,0.54054
"społeczno-politycznym",1,1.93263,1,0.54054
"społeczno-politycznymi",1,1.93263,1,0.54054
"sustainability",1,1.93263,1,0.54054
"miniwystawy",1,1.93263,1,0.54054
"ministrancki",1,1.93263,1,0.54054
"społecznych1",1,1.93263,1,0.54054
"społecznych12",1,1.93263,1,0.54054
"misi",1,1.93263,1,0.54054
"mir_7_2015_bednarowska",1,1.93263,1,0.54054
"finansowo-osobowymi",1,1.93263,1,0.54054
"filozoficzny",1,1.93263,1,0.54054
"społecznych36",1,1.93263,1,0.54054
"społecznych62",1,1.93263,1,0.54054
"syjonistyczny",1,1.93263,1,0.54054
"społecznych86",1,1.93263,1,0.54054
"sympatyczny",1,1.93263,1,0.54054
"mitopoetyczne",1,1.93263,1,0.54054
"społeczłecznego",1,1.93263,1,0.54054
"szabasowy",1,1.93263,1,0.54054
"międzygimnazjalny",1,1.93263,1,0.54054
"fio",1,1.93263,1,0.54054
"szadkowskiego",1,1.93263,1,0.54054
"szachowy",1,1.93263,1,0.54054
"szawy",1,1.93263,1,0.54054
"międzyosiedlowy",1,1.93263,1,0.54054
"chłosta-sikorska",1,1.93263,1,0.54054
"chłopski",1,1.93263,1,0.54054
"awangardowy",1,1.93263,1,0.54054
"archiwalnego11",1,1.93263,1,0.54054
"szczyrzyckich",1,1.93263,1,0.54054
"międzypokoleniowych48",1,1.93263,1,0.54054
"szesnasty",1,1.93263,1,0.54054
"międzyszkolny",1,1.93263,1,0.54054
"fiński",1,1.93263,1,0.54054
"ssrgplrwx",1,1.93263,1,0.54054
"szkocki",1,1.93263,1,0.54054
"mięsny",1,1.93263,1,0.54054
"szkoleniowo-edukacyjnej",1,1.93263,1,0.54054
"standardy",1,1.93263,1,0.54054
"szkolno-przedszkolnego",1,1.93263,1,0.54054
"miłosławski",1,1.93263,1,0.54054
"flashowych",1,1.93263,1,0.54054
"ciasny",1,1.93263,1,0.54054
"staromiejski",1,1.93263,1,0.54054
"szlacheckiej1",1,1.93263,1,0.54054
"szkopińskiej",1,1.93263,1,0.54054
"sztandarowy",1,1.93263,1,0.54054
"mobilizacyjny",1,1.93263,1,0.54054
"flinna",1,1.93263,1,0.54054
"szuster-blicharskiej",1,1.93263,1,0.54054
"sądecki",1,1.93263,1,0.54054
"szybowcowy",1,1.93263,1,0.54054
"modowy",1,1.93263,1,0.54054
"ciekawski",1,1.93263,1,0.54054
"azotanocelulozowe",1,1.93263,1,0.54054
"stawiszyński",1,1.93263,1,0.54054
"stawskiego",1,1.93263,1,0.54054
"sępólna",1,1.93263,1,0.54054
"słowiański",1,1.93263,1,0.54054
"moi",1,1.93263,1,0.54054
"mogłem",1,1.93263,1,0.54054
"stereo",1,1.93263,1,0.54054
"słowno-muzyczne",1,1.93263,1,0.54054
"molekularny",1,1.93263,1,0.54054
"mokry",1,1.93263,1,0.54054
"słupecki",1,1.93263,1,0.54054
"monochromaty-czne",1,1.93263,1,0.54054
"mono",1,1.93263,1,0.54054
"formalno-prawną",1,1.93263,1,0.54054
"bachulski",1,1.93263,1,0.54054
"słyszalny",1,1.93263,1,0.54054
"t037",1,1.93263,1,0.54054
"monsiorskiej",1,1.93263,1,0.54054
"tacyjnej",1,1.93263,1,0.54054
"tajemny",1,1.93263,1,0.54054
"morawsko-śląską",1,1.93263,1,0.54054
"fotodetektywi",1,1.93263,1,0.54054
"tak-że",1,1.93263,1,0.54054
"taki43",1,1.93263,1,0.54054
"morski",1,1.93263,1,0.54054
"fotograficznej4",1,1.93263,1,0.54054
"fotograficznej29",1,1.93263,1,0.54054
"baczny",1,1.93263,1,0.54054
"archiwalnego14",1,1.93263,1,0.54054
"archiwalnego13",1,1.93263,1,0.54054
"archiwach40",1,1.93263,1,0.54054
"agresywny",1,1.93263,1,0.54054
"aceita",1,1.93263,1,0.54054
"abstynencki",1,1.93263,1,0.54054
"targowy",1,1.93263,1,0.54054
"stwowych",1,1.93263,1,0.54054
"taryfowy",1,1.93263,1,0.54054
"mrągowski",1,1.93263,1,0.54054
"muchliński",1,1.93263,1,0.54054
"fotograficznej5",1,1.93263,1,0.54054
"stylizowany",1,1.93263,1,0.54054
"subiektywny_przewodnik_po_dolnym_",1,1.93263,1,0.54054
"techniczno-naukowa",1,1.93263,1,0.54054
"technicznego1",1,1.93263,1,0.54054
"musiałyby",1,1.93263,1,0.54054
"multimodalne",1,1.93263,1,0.54054
"ciesek-ślizowska",1,1.93263,1,0.54054
"sumienny",1,1.93263,1,0.54054
"tel.",1,1.93263,1,0.54054
"teleinformatyczny",1,1.93263,1,0.54054
"mysi",1,1.93263,1,0.54054
"suwalski",1,1.93263,1,0.54054
"suwerenny",1,1.93263,1,0.54054
"tematyczno-chronologiczne",1,1.93263,1,0.54054
"myślenia20",1,1.93263,1,0.54054
"myszyniecki",1,1.93263,1,0.54054
"freudowski",1,1.93263,1,0.54054
"sybiraków10",1,1.93263,1,0.54054
"sygn.",1,1.93263,1,0.54054
"teoretyczno-metodologicznym",1,1.93263,1,0.54054
"tendencyjny",1,1.93263,1,0.54054
"teoretycznoarchiwalne",1,1.93263,1,0.54054
"mógłbym",1,1.93263,1,0.54054
"badania78",1,1.93263,1,0.54054
"badania38",1,1.93263,1,0.54054
"terenowymi13",1,1.93263,1,0.54054
"terminowy",1,1.93263,1,0.54054
"mówione",1,1.93263,1,0.54054
"terytorialnego11",1,1.93263,1,0.54054
"testowy",1,1.93263,1,0.54054
"mówionej8",1,1.93263,1,0.54054
"fundacyjny",1,1.93263,1,0.54054
"tetmajerówką",1,1.93263,1,0.54054
"męczący",1,1.93263,1,0.54054
"mądry",1,1.93263,1,0.54054
"toksyczny",1,1.93263,1,0.54054
"tolerancyjny",1,1.93263,1,0.54054
"tokarski",1,1.93263,1,0.54054
"funkcjonalno-organizacyjnej",1,1.93263,1,0.54054
"fundacji",1,1.93263,1,0.54054
"towa",1,1.93263,1,0.54054
"topowy",1,1.93263,1,0.54054
"sześcioletni",1,1.93263,1,0.54054
"tożsamościowy",1,1.93263,1,0.54054
"towarowy",1,1.93263,1,0.54054
"funkcyjny",1,1.93263,1,0.54054
"trafny",1,1.93263,1,0.54054
"nadawczo-odbiorczych",1,1.93263,1,0.54054
"nadawczo-odbiorczej",1,1.93263,1,0.54054
"transgenderyczna",1,1.93263,1,0.54054
"nadesłane",1,1.93263,1,0.54054
"garnizonowy",1,1.93263,1,0.54054
"connertowska",1,1.93263,1,0.54054
"coniedzielny",1,1.93263,1,0.54054
"badawcze13",1,1.93263,1,0.54054
"archiwalnego18",1,1.93263,1,0.54054
"sztruksowy",1,1.93263,1,0.54054
"transgraniczny",1,1.93263,1,0.54054
"traumatyczny",1,1.93263,1,0.54054
"nadetatowy",1,1.93263,1,0.54054
"triumfalny",1,1.93263,1,0.54054
"trofiejny",1,1.93263,1,0.54054
"nadplanowy",1,1.93263,1,0.54054
"gdanski-oddzial-sap-zaprasza-naszkolenie-dla-archiwow-spolecznych",1,1.93263,1,0.54054
"trywialny",1,1.93263,1,0.54054
"trzyczęściowy",1,1.93263,1,0.54054
"naganny",1,1.93263,1,0.54054
"gdybym",1,1.93263,1,0.54054
"cookielawinfo-checkbox-funkcjonalny",1,1.93263,1,0.54054
"nagi",1,1.93263,1,0.54054
"nagminny",1,1.93263,1,0.54054
"gdzie",1,1.93263,1,0.54054
"trzykrotny",1,1.93263,1,0.54054
"nagrany",1,1.93263,1,0.54054
"nagrane",1,1.93263,1,0.54054
"cookielawinfo-checkbox-inne",1,1.93263,1,0.54054
"słowno-muzycznego",1,1.93263,1,0.54054
"trzystopniowy",1,1.93263,1,0.54054
"nagrywanej",1,1.93263,1,0.54054
"nagrywane",1,1.93263,1,0.54054
"trębacki",1,1.93263,1,0.54054
"służewski",1,1.93263,1,0.54054
"tucholski",1,1.93263,1,0.54054
"genealogiczno-heraldycznym",1,1.93263,1,0.54054
"cookielawinfo-checkbox-niezbedny",1,1.93263,1,0.54054
"badawczego11",1,1.93263,1,0.54054
"badawcze2",1,1.93263,1,0.54054
"tagowa",1,1.93263,1,0.54054
"tunelowy",1,1.93263,1,0.54054
"turystyczno-kulturowe",1,1.93263,1,0.54054
"należałoby",1,1.93263,1,0.54054
"genealogie",1,1.93263,1,0.54054
"twierdzący",1,1.93263,1,0.54054
"twitterowy",1,1.93263,1,0.54054
"napływowy",1,1.93263,1,0.54054
"tworzone",1,1.93263,1,0.54054
"narodowościowy",1,1.93263,1,0.54054
"narodowego20",1,1.93263,1,0.54054
"generalizacji1",1,1.93263,1,0.54054
"badawczo-animacyjnego",1,1.93263,1,0.54054
"tylny",1,1.93263,1,0.54054
"generalski",1,1.93263,1,0.54054
"narracyjno-biograficznego",1,1.93263,1,0.54054
"narracyjno-biograficznym",1,1.93263,1,0.54054
"genetyczny",1,1.93263,1,0.54054
"cotygodniowy",1,1.93263,1,0.54054
"tzn.",1,1.93263,1,0.54054
"narratologicznych",1,1.93263,1,0.54054
"geodezyjny",1,1.93263,1,0.54054
"ubezpieczeniowy",1,1.93263,1,0.54054
"narzędziowy",1,1.93263,1,0.54054
"narzędzia",1,1.93263,1,0.54054
"cołbecka",1,1.93263,1,0.54054
"badawczo-kulturalnym",1,1.93263,1,0.54054
"archiwalnego29",1,1.93263,1,0.54054
"archiwalnego27",1,1.93263,1,0.54054
"archiwalnego17",1,1.93263,1,0.54054
"ubrany",1,1.93263,1,0.54054
"ucl_community_archives_report_-_summary",1,1.93263,1,0.54054
"uczciwy",1,1.93263,1,0.54054
"naturalistyczny",1,1.93263,1,0.54054
"geometryczny",1,1.93263,1,0.54054
"uczuciowy",1,1.93263,1,0.54054
"udokumentowane",1,1.93263,1,0.54054
"uczniowski",1,1.93263,1,0.54054
"uformowapierwsza",1,1.93263,1,0.54054
"nauki14",1,1.93263,1,0.54054
"gierkowskiej34",1,1.93263,1,0.54054
"crowdfundingowe",1,1.93263,1,0.54054
"creative",1,1.93263,1,0.54054
"ukochany",1,1.93263,1,0.54054
"naukowe30",1,1.93263,1,0.54054
"nauki59",1,1.93263,1,0.54054
"naukowego69",1,1.93263,1,0.54054
"naukowego13",1,1.93263,1,0.54054
"gimnastyczny",1,1.93263,1,0.54054
"terytorialnego18",1,1.93263,1,0.54054
"ukrainoznawczą",1,1.93263,1,0.54054
"naukowo-badawcza",1,1.93263,1,0.54054
"naukowo-archiwalnej",1,1.93263,1,0.54054
"naukowo-badawczej",1,1.93263,1,0.54054
"naukowo-badawcze",1,1.93263,1,0.54054
"crowdfundingowy",1,1.93263,1,0.54054
"crowdfundingowego",1,1.93263,1,0.54054
"badań48",1,1.93263,1,0.54054
"umowy10",1,1.93263,1,0.54054
"umysłowy",1,1.93263,1,0.54054
"naukowo-technicznych",1,1.93263,1,0.54054
"naukowo-merytoryczny",1,1.93263,1,0.54054
"naukowo-kulturalnego",1,1.93263,1,0.54054
"uniwersyteckimi33",1,1.93263,1,0.54054
"uporczywy",1,1.93263,1,0.54054
"naukowych22",1,1.93263,1,0.54054
"naukowych124",1,1.93263,1,0.54054
"crowdfundingową",1,1.93263,1,0.54054
"uprawże",1,1.93263,1,0.54054
"uprzej",1,1.93263,1,0.54054
"nawiązane",1,1.93263,1,0.54054
"transformacyjny",1,1.93263,1,0.54054
"transgenderyczne",1,1.93263,1,0.54054
"transgenderycznych",1,1.93263,1,0.54054
"transgeneracyjnej",1,1.93263,1,0.54054
"urbanistyczno-społecznej",1,1.93263,1,0.54054
"urbanizacyjny",1,1.93263,1,0.54054
"uprzywilejowany",1,1.93263,1,0.54054
"godziwy",1,1.93263,1,0.54054
"urlopowy",1,1.93263,1,0.54054
"negatywy",1,1.93263,1,0.54054
"negatywowy",1,1.93263,1,0.54054
"urzędowo-rzeczowy",1,1.93263,1,0.54054
"urywany",1,1.93263,1,0.54054
"gomułkowski",1,1.93263,1,0.54054
"balowy",1,1.93263,1,0.54054
"badań94",1,1.93263,1,0.54054
"archiwalnego38",1,1.93263,1,0.54054
"urzędowski",1,1.93263,1,0.54054
"ustanowieо",1,1.93263,1,0.54054
"neurorozwojowymi",1,1.93263,1,0.54054
"trzydniowy",1,1.93263,1,0.54054
"ustrojowo-gospodarcza",1,1.93263,1,0.54054
"newralgiczny",1,1.93263,1,0.54054
"nerwowy",1,1.93263,1,0.54054
"trzykondygnacyjny",1,1.93263,1,0.54054
"utalentowany",1,1.93263,1,0.54054
"niczne",1,1.93263,1,0.54054
"trzynasty",1,1.93263,1,0.54054
"trzyosobowy",1,1.93263,1,0.54054
"uwiarygodnienia8",1,1.93263,1,0.54054
"utarty",1,1.93263,1,0.54054
"gotowany",1,1.93263,1,0.54054
"cyfrowy63",1,1.93263,1,0.54054
"trójwymiarowy",1,1.93263,1,0.54054
"tualnych",1,1.93263,1,0.54054
"tuliszkowski",1,1.93263,1,0.54054
"uzupełniającym132",1,1.93263,1,0.54054
"nieaktualny",1,1.93263,1,0.54054
"uzyskany",1,1.93263,1,0.54054
"gov",1,1.93263,1,0.54054
"gotycki",1,1.93263,1,0.54054
"niebrzegowskiej-bartmińskiej",1,1.93263,1,0.54054
"gołembiowski",1,1.93263,1,0.54054
"varsavianistyczny",1,1.93263,1,0.54054
"niechrześcijański",1,1.93263,1,0.54054
"cywilizacyjny",1,1.93263,1,0.54054
"cytowane",1,1.93263,1,0.54054
"bamberski",1,1.93263,1,0.54054
"two-spirit",1,1.93263,1,0.54054
"vnlzdqldzrorqwdulxv",1,1.93263,1,0.54054
"nieciągły",1,1.93263,1,0.54054
"nieciekawy",1,1.93263,1,0.54054
"tyczny",1,1.93263,1,0.54054
"wane",1,1.93263,1,0.54054
"gracy",1,1.93263,1,0.54054
"warcki",1,1.93263,1,0.54054
"niedaleki",1,1.93263,1,0.54054
"nieczęsty",1,1.93263,1,0.54054
"tyski",1,1.93263,1,0.54054
"tytoniowy",1,1.93263,1,0.54054
"warsztowe",1,1.93263,1,0.54054
"niedochodowy",1,1.93263,1,0.54054
"granatowy",1,1.93263,1,0.54054
"cywilno-prawne",1,1.93263,1,0.54054
"ubezpieczeniowo-społeczna",1,1.93263,1,0.54054
"ubezpieczeniowo-społeczną",1,1.93263,1,0.54054
"ubiegłoroczny",1,1.93263,1,0.54054
"wawelski",1,1.93263,1,0.54054
"uboczne48",1,1.93263,1,0.54054
"wciągnąłbym",1,1.93263,1,0.54054
"grantodawczą",1,1.93263,1,0.54054
"grantodawczymi",1,1.93263,1,0.54054
"wczesnonowożytny",1,1.93263,1,0.54054
"niedrogi",1,1.93263,1,0.54054
"niedołężny",1,1.93263,1,0.54054
"uczestników_czki",1,1.93263,1,0.54054
"weekendowy",1,1.93263,1,0.54054
"wego",1,1.93263,1,0.54054
"niedzielny",1,1.93263,1,0.54054
"cywilno-prawnych",1,1.93263,1,0.54054
"cywilno-prawnej",1,1.93263,1,0.54054
"archiwalnego55",1,1.93263,1,0.54054
"archiwalnego40",1,1.93263,1,0.54054
"archiwalnego30",1,1.93263,1,0.54054
"amici",1,1.93263,1,0.54054
"ugruntowana",1,1.93263,1,0.54054
"ujmujący",1,1.93263,1,0.54054
"ukorzeniony",1,1.93263,1,0.54054
"ukrainoznawczego",1,1.93263,1,0.54054
"wernakularne",1,1.93263,1,0.54054
"werbalny",1,1.93263,1,0.54054
"wewnętrznostoczniowy",1,1.93263,1,0.54054
"nieelastyczny",1,1.93263,1,0.54054
"nieekspercki",1,1.93263,1,0.54054
"nieefektywny",1,1.93263,1,0.54054
"ukryte",1,1.93263,1,0.54054
"wfwaf-authcookie",1,1.93263,1,0.54054
"wideofonowe",1,1.93263,1,0.54054
"nieewidencjonowany",1,1.93263,1,0.54054
"umarły",1,1.93263,1,0.54054
"niefortunny",1,1.93263,1,0.54054
"wieckiej",1,1.93263,1,0.54054
"gromadzki",1,1.93263,1,0.54054
"grodzki",1,1.93263,1,0.54054
"grecki",1,1.93263,1,0.54054
"unesco",1,1.93263,1,0.54054
"uniejowski",1,1.93263,1,0.54054
"unijny",1,1.93263,1,0.54054
"nieheteronormatynych",1,1.93263,1,0.54054
"niegęsi",1,1.93263,1,0.54054
"wielobarwny",1,1.93263,1,0.54054
"groźny",1,1.93263,1,0.54054
"wielogodzinny",1,1.93263,1,0.54054
"uogólniającej112",1,1.93263,1,0.54054
"wielokodowych",1,1.93263,1,0.54054
"wieloelementowy",1,1.93263,1,0.54054
"upowszechchiwistycznego",1,1.93263,1,0.54054
"wielokulturowe27",1,1.93263,1,0.54054
"nieheteroseksualny",1,1.93263,1,0.54054
