"corpus","user/mw0000/archiwa_spoleczne"
"administrator",31
"postawa",31
"niepubliczny",30
"ufkhrorjld",30
"znaczyć",30
"gilliland",30
"słownik",30
"omawiać",30
"pozostawić",30
"uczestnictwo",30
"kancelaryjny",30
"rezultat",30
"oparcie",30
"przenosić",30
"robert",30
"dorobek",30
"zresztą",30
"xqgdfmd",30
"projektować",30
"udzielić",30
"regularnie",30
"1731",30
"promocyjny",30
"kolekcjonować",30
"spojrzenie",30
"zestaw",30
"skrajny",30
"chociaż",30
"zabytkowy",30
"stevens",30
"najwięcej",30
"chomętowskiej",30
"panel",30
"pochodzenie",30
"minuta",30
"77",30
"zniszczyć",30
"ciągły",30
"tadeusz",30
"graficzny",30
"ułożyć",30
"urzędowy",30
"słuchać",30
"kontrola",30
"zob",30
"wilkowski",30
"generalny",30
"dzisiaj",30
"niestety",30
"aparat",30
"koordynować",30
"instrukcja",30
"marcin",30
"ograniczenie",29
"ulotka",29
"ułatwić",29
"metrykalny",29
"egzemplarz",29
"1622",29
"przynosić",29
"istota",29
"2024",29
"kantorski",29
"cyt.",29
"darowizna",29
"stefan",29
"row",29
"wielokrotnie",29
"inwentarzowy",29
"widać",29
"komunikat",29
"wyszukiwarka",29
"teraźniejszość",29
"stolica",29
"aplikacja",29
"zakładowy",29
"de",29
"organizator",29
"relator",29
"pseudonim",29
"1952",29
"oznaczenie",29
"rozpoznać",29
"chociażby",29
"wiadomość",29
"odwołać",29
"1987",29
"kapała",29
"zgłaszać",29
"documentation",29
"śląsk",29
"1562",29
"nn",29
"ułatwiać",29
"view",29
"rejestrować",29
"więź",29
"zagrożenie",29
"dawno",29
"urządzenie",29
"zasadniczy",29
"gotowy",29
"tamten",29
"energia",29
"dominować",29
"ojczyzna",29
"leon",29
"wkład",29
"dz",28
"szklany",28
"wypełnić",28
"wręcz",28
"natura",28
"pozytywny",28
"moc",28
"proweniencja",28
"stanowisko",28
"2020",28
"xii",28
"tłumaczyć",28
"zaplecze",28
"collecting",28
"wyjątkowy",28
"taśma",28
"błąd",28
"monografia",28
"hqhudâ",28
"funkcjonowanie",28
"zdanie",28
"budżet",28
"saw",28
"oīelhw",28
"rozmaity",28
"rozumienie",28
"formularz",28
"inspektorat",28
"łukasz",28
"55",28
"społecznie",28
"nazwać",28
"niski",28
"kręg",28
"stąd",28
"oddolnie",28
"troska",28
"utrata",28
"przetwarzanie",28
"2023",28
"65",28
"pozytyw",28
"popularyzować",28
"codzienność",28
"temperatura",28
"utrzymywać",28
"odrębny",28
"szafa",28
"nurt",27
"c.",27
"częsty",27
"kilkaset",27
"przedsiębiorstwo",27
"58",27
"miłośnik",27
"wrócić",27
"przynależność",27
"iść",27
"wilgotność",27
"300",27
"wywołać",27
"przyjaźń",27
"1970",27
"przysługiwać",27
"płyta",27
"konsystorz",27
"komenda",27
"zadawać",27
"ludzki",27
"umk",27
"project",27
"22",27
"l.",27
"zebranie",27
"2022",27
"odwiedzić",27
"72",27
"konsekwencja",27
"stabilność",27
"skomplikowany",27
"zająć",27
"sprzed",27
"wpis",27
"sprzyjać",27
"studencki",27
"wolt",27
"zostawać",27
"leżeć",27
"przybliżać",27
"literacki",27
"porządek",27
"oprogramowanie",27
"dotychczas",27
"senior",26
"czasem",26
"posługiwać",26
"okoliczność",26
"biografia",26
"pełnia",26
"fabryka",26
"posiadanie",26
"wątpliwość",26
"n.",26
"pth",26
"śląski",26
"odbudowa",26
"przejmować",26
"seminarium",26
"najmniej",26
"wartościowy",26
"przyjść",26
"dzieciństwo",26
"wyłączyć",26
"kalisz",26
"nastąpić",26
"wytwarzać",26
"darmowy",26
"1370",26
"zowzwin",26
"dowód",26
"0",26
"aktualny",26
"zanim",26
">",26
"zaufanie",26
"niezawisłość",26
"koncentrować",26
"uszkodzenie",26
"wesprzeć",26
"majątkowy",26
"uczelnia",26
"ukazać",26
"kształcenie",26
"rozpoczynać",26
"następować",26
"dziennikarz",26
"dotacyjny",26
"oddawać",26
"tydzień",26
"michałowska",26
"spośród",26
"dedykować",26
"południowo-wschodni",26
"poruszać",26
"saga",26
"ograniczony",25
"31",25
"ikonograficzny",25
"popularność",25
"sfera",25
"integracja",25
"interes",25
"zawacka-wakarecy",25
"czasowy",25
"university",25
"zależnie",25
"krakowski",25
"nadzór",25
"wyodrębnić",25
"development",25
"metodyka",25
"telefon",25
"krytyczny",25
"mirosław",25
"ds.",25
"późny",25
"ngo.pl",25
"zakup",25
"nadzorować",25
"zaplanować",25
"zapytać",25
"zabezpieczenie",25
"poważny",25
"czytelnia",25
"zidentyfikować",25
"1959",25
"nawiązywać",25
"wróblewski",25
"obcy",25
"1993",25
"aktywnie",25
"wiesław",25
"wydarzenia",25
"kuratorka",25
"zdobywać",25
"dojść",25
"prośba",25
"doprowadzić",25
"miastograf.pl",25
"dotąd",25
"artur",25
"su",25
"międzypokoleniowy",25
"spisać",25
"samodzielny",25
"następująco",25
"pracownica",25
"rozbudować",25
"symbol",25
"kc",25
"pilotażowy",25
"arts",25
"ukazywać",25
"scholar",25
"pośrednictwo",25
"parametr",25
"nt.",25
"podsumować",25
"udokumentować",24
"interakcja",24
"ogłoszenie",24
"waldemar",24
"widzenie",24
"400",24
"7hruldlphwrgrorjld",24
"wycieczka",24
"przydatny",24
"sąsiedzki",24
"wyznaniowy",24
"xviii",24
"karol",24
"1968",24
"wyjaśniać",24
"zagłada",24
"mariusz",24
"twórczy",24
"końcowy",24
"zaproszenie",24
"miejscowy",24
"wypis",24
"wlaźlak",24
"1956",24
"nakład",24
"wypracować",24
"dokładnie",24
"opowiadanie",24
"stany",24
"zewnątrz",24
"antoni",24
"sąd",24
"106",24
"kod",24
"powiązać",24
"zgodny",24
"1909",24
"skierować",24
"dybicz",24
"stake",24
"dokumentalny",24
"wielokrotny",24
"rysunek",24
"prelekcja",24
"spowodować",24
"mowa",24
"1887",24
"adh",24
"gen.",24
"początkowy",24
"zainicjować",24
"etnograficzny",24
"uznawać",24
"odgrywać",24
"wilanów",24
"aan",24
"94",24
"komunikacyjny",24
"przygoda",24
"samochód",24
"odzwierciedlać",24
"bas-u",23
"wzrost",23
"analizować",23
"połączenie",23
"powiększać",23
"przeszukiwać",23
"wxwx1dxnrzhjr",23
"powrót",23
"bogaty",23
"wizualny",23
"metodyczny",23
"nagroda",23
"etc.",23
"przewidzieć",23
"ogólnie",23
"etyczny",23
"konspiracyjny",23
"zapomnieć",23
"naprawdę",23
"wybierać",23
"wzór",23
"represja",23
"naukowiec",23
"archiwa.org",23
"ogół",23
"osiągnąć",23
"akademia",23
"zalecenie",23
"szuflada",23
"@",23
"1950",23
"specjalista",23
"trwałość",23
"dialog",23
"1969",23
"grafika",23
"ss.",23
"rwrjudill",23
"zrozumieć",23
"doktorski",23
"składnik",23
"ufklzxp3râxgqlrzr",23
"vfkrgqlhjr",23
"specjalizować",23
"przewidywać",23
"51",23
"kvale",23
"1493",23
"strój",23
"maszynopis",23
"ambasador",23
"odmienny",23
"samodzielnie",23
"usunąć",23
"odpowiednio",23
"podstrona",23
"bezpieczeństwo",23
"zamieszczać",23
"prawdziwy",23
"utrwalać",23
"tiff",23
"twarz",23
"05",22
"pewien",22
"szkic",22
"metodologiczny",22
"wyjazd",22
"zły",22
"podawać",22
"wiśniowski",22
"uwzględniać",22
"panować",22
"magisterski",22
"pozostać",22
"iurzh",22
"wydawca",22
"jazz",22
"wybitny",22
"wytyczna",22
"członkini",22
"101",22
"qh",22
"zasięg",22
"sport",22
"zbiórka",22
"przełom",22
"kopiować",22
"taniec",22
"identyfikować",22
"wypowiedź",22
"zabawa",22
"doskonały",22
"waga",22
"137",22
"realny",22
"1988",22
"duchowny",22
"front",22
"emigracja",22
"postulat",22
"zbrojny",22
"zarchiwizować",22
"inicjować",22
"tygodnik",22
"kamienica",22
"sprawdzać",22
"zlecenie",22
"łączność",22
"zobowiązać",22
"niematerialny",22
"integrować",22
"firma",22
"ludność",22
"patykiewicz",22
"obiektywny",22
"tłum",22
"koncepcja",22
"doktor",22
"stosunkowo",22
"ocenić",22
"specjalistyczny",22
"pn.",22
"śródka",22
"uprawnienie",22
"luźny",22
"independent",22
"zadać",22
"wiśniowy",22
"konserwatorski",22
"konspirator",22
"wart",22
"preferencja",22
"yin",22
"w.p.",22
"sukces",22
"dziękować",22
"ogłaszać",22
"faza",22
"sustaining",22
"swobodny",22
"sądzić",22
"odpowiedzialny",22
"podpisać",22
"porozmawiać",22
"fenomen",22
"potrzebować",22
"commons",22
"ujęcie",22
"cmentarz",22
"wiadomo",22
"wreszcie",22
"zamiast",22
"potrafić",22
"wschód",21
"ukończyć",21
"biały",21
"monika",21
"dyscyplina",21
"61",21
"bezpeczeństwo",21
"200",21
"bezpieczny",21
"wpłynąć",21
"poszerzać",21
"włocławski",21
"wolno",21
"drewniany",21
"emocjonalny",21
"pokrewny",21
"gospodyni",21
"personel",21
"adriana",21
"niszczyć",21
"link",21
"impreza",21
"dufklzxp",21
"zagrody",21
"new",21
"pieniądz",21
"proc.",21
"regionalista",21
"liceum",21
"porządkowy",21
"projects",21
"dokładny",21
"group",21
"kobiet-żołnierzy",21
"rozważanie",21
"zgłoszenie",21
"ksiądz",21
"znak",21
"ao",21
"podpis",21
"koperta",21
"drobny",21
"114",21
"piłsudski",21
"korzyść",21
"mps",21
"formuła",21
"cieszanów",21
"dokumentowy",21
"ująć",21
"ang.",21
"staranie",21
"aleksandra",21
"przewodniczący",21
"podlaszeckiego",21
"piękny",21
"użytek",21
"cahg",21
"mechanizm",21
"mechaniczny",21
"drukować",21
"gospodarka",21
"walenty",21
"zdrowie",21
"127",21
"grzegorz",21
"posłuchać",21
"przyczyna",21
"pedagogiczny",20
"drzewo",20
"dydaktyka",20
"błona",20
"kontaktowy",20
"67",20
"pl",20
"69",20
"histories",20
"urodzić",20
"dyrektorka",20
"metadane",20
"humanistyka",20
"dekret",20
"ekspertyza",20
"twórczyni",20
"ekspozycja",20
"angielski",20
"proboszcz",20
"jagielloński",20
"represjonować",20
"przypisać",20
"długo",20
"public",20
"wydruk",20
"zachód",20
"1942",20
"przekonać",20
"degen",20
"referat",20
"1925",20
"wysokość",20
"obowiązujący",20
"uniwersalny",20
"imienie",20
"mocno",20
"stoczniowy",20
"próbować",20
"dostrzec",20
"znajomy",20
"1978",20
"pytać",20
"półka",20
"poprawa",20
"mikrofilm",20
"marek",20
"wysłuchać",20
"rama",20
"zamecznika",20
"biogram",20
"lokalizacja",20
"religijny",20
"zaprojektować",20
"1946",20
"tablica",20
"klasyczny",20
"68",20
"rgb",20
"demokratyczny",20
"rocznica",20
"ograniczać",20
"rzeczpospolita",20
"powiatowy",20
"trwały",20
"1985",20
"znaczący",20
"kontrast",20
"dobro",20
"zwiększyć",20
"1986",20
"kudosz",20
"sformalizować",20
"łamasz",20
"stale",20
"krajeński",20
"skuteczny",20
"priorytet",20
"poinformować",20
"pożytek",20
"dostarczać",20
"znajomość",20
"kurz",20
"skontaktować",20
"stwierdzić",20
"ustawić",20
"stacjonarny",20
"zniknąć",20
"sygnować",20
"120",20
"ufklzxp6srâhf",20
"pokój",20
"dowolny",20
"tabela",20
"kanał",20
"pomijać",20
"xi",20
"zależność",20
"dzisiejszy",20
"zwz-ak",20
"odtworzyć",20
"podkowian",20
"twórczość",19
"letni",19
"deklaracja",19
"porozumienie",19
"zalecać",19
"wieczysty",19
"prawda",19
"poszukiwanie",19
"wola",19
"email",19
"123",19
"gomułka",19
"reprodukcja",19
"cz.",19
"145",19
"ukryć",19
"xxi",19
"ścieżka",19
"chojecki",19
"niepodległość",19
"czuć",19
"foto",19
"rafał",19
"wysiłek",19
"¬",19
"1974",19
"oznaczyć",19
"przytułek",19
"198",19
"wąski",19
"wyświetlać",19
"national",19
"sprawiać",19
"web",19
"nabór",19
"odkryć",19
"newman",19
"scenariusz",19
"125",19
"ostatecznie",19
"kolekcjoner",19
"ilustracja",19
"głogoczów",19
"zemrzeć",19
"zaproponować",19
"1960",19
"marta",19
"zjednoczenie",19
"otwierać",19
"małopolski",19
"konstruować",19
"media",19
"sala",19
"curie-skłodowskiej",19
"html",19
"rubryka",19
"143",19
"kodeks",19
"abimk",19
"budzić",19
"instytucjonalny",19
"powoływać",19
"oddać",19
"kryć",19
"uzyskiwać",19
"zależny",19
"rzeczypospolita",19
"urodzenie",19
"usuwać",19
"mailowy",19
"ciągle",19
"creative",19
"wytwórca",19
"pokaz",19
"szybki",19
"vii",19
"tajny",19
"m.m.",19
"ebib",19
"dworzec",19
"1976",19
"lwów",19
"2e",18
"78",18
"in.",18
"66",18
"upamiętniać",18
"ustawodawca",18
"zob.",18
"vandellia",18
"post",18
"walczyć",18
"warszawiak",18
"popularnonaukowy",18
"postanowić",18
"zamek",18
"spojrzeć",18
"creswell",18
"współtworzyć",18
"wspaniały",18
"praga",18
"praktyk",18
"elita",18
"dopuszczać",18
"projektowy",18
"jacek",18
"janusz",18
"przychodzić",18
"ew.",18
"mężczyzna",18
"wysłać",18
"wycofać",18
"zastanowić",18
"publiczność",18
"pozbawić",18
"xvi",18
"83",18
"records",18
"redakcyjny",18
"epoka",18
"wypełniać",18
"rozszerzyć",18
"are",18
"rządowy",18
"irena",18
"sprawować",18
"zwrot",18
"powietrze",18
"czerpać",18
"wzajemny",18
"ewentualnie",18
"php",18
"atrakcyjny",18
"dokumentalistka",18
"qdol",18
"poprosić",18
"dzienny",18
"debata",18
"terminologia",18
"babcia",18
"lokalność",18
"republika",18
"bożnica",18
"rodzic",18
"posiedzenie",18
"komercyjny",18
"komiks",18
"prezeska",18
"gwarantować",18
"digital",18
"trochę",18
"140",18
"***",18
"dokonywać",18
"arkusz",18
"puchała-rojek",18
"zwiedzać",18
"makieta",18
"uczestniczka",18
"uzupełnienie",18
"wymóg",18
"wcale",18
"sr",18
"dysponent",18
"galuba",18
"oczywisty",18
"uhzqldn",18
"500",18
"łódzkie",18
"jarosław",18
"obręb",18
"wykluczać",18
"etniczny",18
"ankieta",18
"sprzedaż",18
"stwierdzać",18
"odpowiedzialność",18
"lvwrull",18
"wynosić",18
"mogłyby",18
"fotografować",18
"wynagrodzenie",18
"98",18
"vw",18
"opiekun",18
"badaczka",18
"kąt",18
"wyraźnie",18
"rybnik",18
"systematyczny",18
"700",18
"kontrolować",18
"nd",18
"triangulacja",18
"hqlh",18
"partycypacja",18
"zainteresowania",17
"henryk",17
"dzieje.pl",17
"urqrzlfnlh",17
"architektoniczny",17
"122",17
"e",17
"wasz",17
"warsztatowy",17
"aktualność",17
"postawić",17
"lewy",17
"wikipedia",17
"powierzyć",17
"wewnątrz",17
"105",17
"myślić",17
"szkolnictwo",17
"celowy",17
"pieczęć",17
"89",17
"przypominać",17
"drzwi",17
"blok",17
"kartograficzny",17
"zachęcić",17
"1823",17
"zastosowanie",17
"mieczysław",17
"86",17
"zarządzenie",17
"zastrzeżenie",17
"najstarszy",17
"kompresja",17
"rynek",17
"nowo",17
"scena",17
"koordynator",17
"jednoczesny",17
"kadra",17
"specjalnie",17
"ogród",17
"skutek",17
"with",17
"przyznawać",17
"hermanowicz",17
"odpowiedzieć",17
"zo",17
"tel.",17
"przywrócić",17
"104",17
"omówić",17
"lokalnie",17
"<",17
"london",17
"zyskać",17
"tomczak",17
"tok",17
"remont",17
"górny",17
"kombatancki",17
"blachnicki",17
"zgadzać",17
"majątek",17
"obróbka",17
"podległy",17
"pl.",17
"plansza",17
"ciasteczko",17
"lęborski",17
"1964",17
"powodować",17
"sap",17
"komunistyczny",17
"alternatywny",17
"zł",17
"03",17
"skoro",17
"egz",17
"1977",17
"animować",17
"mobilny",17
"ppi",17
"specjalność",17
"krystyna",17
"ukrainiec",17
"domena",17
"możliwie",17
"myśleć",17
"statystyka",17
"statutowy",17
"dostrzegać",17
"wielokulturowy",17
"generować",17
"https",17
"barbara",17
"symboliczny",17
"kcynia",17
"przodek",17
"rybnicki",17
"102",17
"zwać",17
"byłeś",17
"nina",17
"systematyzacja",17
"kliknąć",17
"88",17
"legitymacja",17
"wieloletni",17
"znacząco",17
"charakteryzować",17
"aktualnie",16
"magazynowy",16
"tysiąclecie",16
"dzdfndso",16
"dzdfnlhmz7ruxqlx",16
"pisemny",16
"poznański",16
"masowy",16
"01",16
"ustalać",16
"gliński",16
"huta",16
"whose",16
"blechnicki",16
"c3",16
"lf",16
"2021",16
"prawy",16
"mhp",16
"potwierdzać",16
"powinniśmy",16
"wizja",16
"ppr",16
"pragnąć",16
"intencja",16
"mq",16
"cytować",16
"jabłońska",16
"166",16
"aok",16
"130",16
"kaliski",16
"144",16
"n",16
"wnrzqlnyz",16
"karolina",16
"zachodni",16
"elruyz",16
"przejaw",16
"regulacja",16
"regularny",16
"agencja",16
"qqh",16
"113",16
"rodo",16
"ziemi",16
"as-y",16
"wyraźny",16
"należałoby",16
"przyczynić",16
"przybyło-ibadullajev",16
"całkowity",16
"k1",16
"sdgnyz",16
"narracyjny",16
"skąd",16
"ptasiński",16
"journal",16
"youtube",16
"qdvwxglyzsu",16
"zaczęliśmy",16
"równie",16
"ix",16
"kazimierz",16
"prawidłowy",16
"niegdyś",16
"wojsko",16
"niemożliwy",16
"londyn",16
"oto",16
"oral",16
"regał",16
"ostateczny",16
"zatytułować",16
"owoc",16
"kojarzyć",16
"rodzić",16
"zaznaczać",16
"zbiory",16
"zdwhovnlh",16
"diapozytyw",16
"utrudnić",16
"w1",16
"u1",16
"przechodzić",16
"partyjny",16
"rozważyć",16
"sanocki",16
"bezpłatnie",16
"zrozumienie",16
"zwyczaj",16
"maciej",16
"czwartek",16
"ćg",16
"unikalny",16
"1784",16
"1919",16
"tresa",16
"pozostawiać",16
"dariusz",16
"król",16
"ryszewski",16
"kserokopia",16
"149",16
"stosowny",16
"stępniak",16
"kwalifikować",16
"kaseta",16
"strych",16
"studies",16
"poczta",16
"utożsamiać",16
"ogłosić",16
"realia",16
"54",16
"libiąż",16
"dozwolić",16
"radwanice",16
"fio",16
"kolejowy",16
"tajemnica",16
"hp",16
"licencyjny",16
"bezstratny",16
"toruński",16
"podróża",16
"odtwarzać",16
"podrozdział",16
"dydaktyczny",16
"1d",16
"wrażenie",16
"bibliograficzny",15
"ufklzxp3rgnrz",15
"mocny",15
"unikać",15
"powtarzać",15
"interviews",15
"dąbrowski",15
"hğqhm",15
"from",15
"szczegółowo",15
"magier",15
"powodzenie",15
"internować",15
"programowy",15
"klasa",15
"silny",15
"nacisk",15
"1926",15
"janina",15
"przechować",15
"przeciwieństwo",15
"przywoływać",15
"przedstawicielka",15
"your",15
"1940",15
"katalogować",15
"przekładać",15
"wykonanie",15
"shepherd",15
"97",15
"zainspirować",15
"rgdwnrzhxzdjl",15
"derewenda",15
"126",15
"85",15
"3u",15
"zmarły",15
"44",15
"konsystorski",15
"złożony",15
"ćwiczenie",15
"rosja",15
"obrona",15
"oceniać",15
"society",15
"przyznać",15
"kalwaria",15
"teatralny",15
"ewidencyjny",15
"stosunki",15
"wykorzenić",15
"rachunek",15
"zamecznik",15
"niedostępny",15
"138",15
"dekanat",15
"konto",15
"współcześnie",15
"klimat",15
"niemiec",15
"reszta",15
"fiszka",15
"rosyjski",15
"pankowska-dowgiało",15
"komentować",15
"niewątpliwie",15
"ścisły",15
"ruszyć",15
"piasek",15
"ufklzxp6wrzdu",15
"rozwiązać",15
"myślenie",15
"et",15
"kongres.cas.org",15
"skopiować",15
"memoriał",15
"róg",15
"upamiętnić",15
"zrodzić",15
"zsrr",15
"powiększyć",15
"animator",15
"patriotyzm",15
"aktualizacja",15
"wartościować",15
"ects",15
"uchwała",15
"sklep",15
"animacyjny",15
"ufklzxpárg",15
"matka",15
"sponsor",15
"krytyka",15
"spory",15
"księgozbiór",15
"zabrać",15
"dziekański",15
"mckemmish",15
"poprzedzić",15
"książkowy",15
"semestr",15
"etat",15
"sumiński",15
"leszko",15
"formalnie",15
"wyburzyć",15
"utracić",15
"odsłona",15
"cena",15
"grybowski",15
"otwartość",15
"informatyczny",15
"wyróżnić",15
"paradygmat",15
"głębia",15
"zaliczać",15
"ofiara",15
"150",15
"szef",14
"chcielibyśmy",14
"typowo",14
"tłumaczenie",14
"hqldå2srzldgdf",14
"seifert",14
"miastografu",14
"ulec",14
"piętro",14
"chętny",14
"podziękowanie",14
"amator",14
"wiceprezes",14
"wicedyrektorka",14
"polecać",14
"polsko-ukraińskie",14
"pom",14
"wczoraj",14
"milion",14
"70.",14
"porównanie",14
"widziałeś",14
"ilościowy",14
"kino",14
"profesjonalizacja",14
"protected",14
"142",14
"batalion",14
"36",14
"nadrzędny",14
"wypożyczyć",14
"obrazować",14
"wzbogacić",14
"documenting",14
"agata",14
"ubiegły",14
"103",14
"zainteresowany",14
"139",14
"reakcja",14
"wykluczyć",14
"zamieszkiwać",14
"służąca",14
"opatrzyć",14
"kolega",14
"biskup",14
"zdarzyć",14
"99",14
"jq",14
"zajść",14
"rozwinąć",14
"niepowtarzalny",14
"about",14
"nosić",14
"jędrychowski",14
"kontaktować",14
"kopać",14
"dufklzdoqh",14
"opłata",14
"uploads",14
"żywo",14
"odchodzić",14
"specjalizacja",14
"upowszechnić",14
"naturalnie",14
"dopasować",14
"wracać",14
"włodzimierz",14
"xiii",14
"moskwa",14
"zaawansowany",14
"wizytacja",14
"studio",14
"odbierać",14
"bogumiła",14
"zagroda",14
"136",14
"osiem",14
"prężnie",14
"woda",14
"krośnieńskie",14
"anonimowy",14
"ostatnio",14
"słuchacz",14
"wesele",14
"duch",14
"respondent",14
"zasoby",14
"dziesięciolecie",14
"usa",14
"115",14
"1951",14
"rosnąć",14
"krótko",14
"6.0",14
"akceptować",14
"zapoczątkować",14
"dwudziestolecie",14
"uchwycić",14
"kończyć",14
"zintegrować",14
"typowy",14
"piotrkowski",14
"134",14
"konstanty",14
"aktor",14
"bariera",14
"spektakl",14
"kujawski",14
"ł.",14
"obejrzeć",14
"społeczna",14
"oblicze",14
"historica",14
"peerel",14
"personalny",14
"posłużyć",14
"dwór",14
"potomek",14
"jastrzębska",14
"mogłoby",14
"gay",14
"oczekiwać",14
"odczytywać",14
"110",14
"chomętowska",14
"marszałek",14
"sportowy",14
"ku",14
"piksel",14
"umówić",14
"stabilizacja",14
"jaruzelski",14
"robotniczy",14
"dostarczyć",14
"strategies",14
"małopolska",14
"kwota",14
"studyjny",14
"stół",14
"queer",14
"telefoniczny",14
"pryzmat",14
"zamknięty",14
"okno",14
"bydgoszcz",14
"wyszyński",14
"zastrzec",14
